,age,gender,paid_contribution_1,paid_contribution_2,paid_contribution_3,paid_contribution_4,paid_contribution_5,is_spouse,is_absent,capital_resources,patient_type,distance_to_hospital,eligible,noise_1,noise_2,noise_3,noise_4,noise_5,noise_6,noise_7,noise_8,noise_9,noise_10,noise_11,noise_12,noise_13,noise_14,noise_15,noise_16,noise_17,noise_18,noise_19,noise_20,noise_21,noise_22,noise_23,noise_24,noise_25,noise_26,noise_27,noise_28,noise_29,noise_30,noise_31,noise_32,noise_33,noise_34,noise_35,noise_36,noise_37,noise_38,noise_39,noise_40,noise_41,noise_42,noise_43,noise_44,noise_45,noise_46,noise_47,noise_48,noise_49,noise_50,noise_51,noise_52
282,61,f,yes,yes,no,yes,yes,True,False,579,out,80,True,49,100,72,80,30,70,33,68,90,44,64,2,3,71,72,34,73,18,81,8,85,57,74,37,22,43,99,54,44,49,63,25,51,56,94,73,12,10,99,37,67,93,100,8,45,62,2,2,4,73,32,1
283,63,f,yes,yes,yes,no,yes,True,False,55,out,70,True,33,94,38,48,15,77,69,43,88,31,81,55,13,56,50,70,68,82,10,38,71,60,70,64,90,22,76,49,78,89,93,81,17,31,98,7,44,65,4,82,86,98,100,50,73,23,99,4,22,98,54,96
284,66,m,yes,yes,yes,yes,yes,True,False,2824,in,29,True,15,49,82,38,31,84,62,10,14,99,97,42,86,76,77,43,58,87,76,73,79,22,96,2,73,45,93,44,39,37,45,61,4,24,9,73,35,80,84,66,23,67,33,79,98,82,34,47,9,61,18,22
285,66,f,yes,yes,no,yes,yes,True,False,2510,out,99,True,67,80,41,52,60,60,91,62,37,25,94,38,3,22,38,58,6,70,100,56,58,80,36,36,56,90,50,5,62,65,46,56,72,79,91,57,65,13,92,9,9,8,65,22,2,79,64,55,53,74,85,38
286,89,f,no,yes,yes,yes,yes,True,False,2080,out,58,True,57,30,32,24,76,47,35,98,29,42,53,64,7,42,49,78,25,36,80,58,74,43,67,18,35,30,9,93,36,1,81,76,24,94,38,81,11,24,77,73,21,95,19,49,56,54,5,46,75,63,57,31
287,83,m,yes,yes,yes,yes,yes,True,False,2495,in,3,True,13,42,43,9,41,34,11,53,55,54,14,32,57,17,15,12,0,92,83,32,66,52,14,69,3,95,21,55,50,39,8,77,56,41,7,44,3,86,77,9,31,26,70,83,34,47,17,35,22,32,46,36
288,96,f,yes,yes,no,yes,yes,True,False,1026,in,43,True,12,42,91,82,43,93,91,74,26,6,67,94,57,21,96,42,71,7,61,18,25,18,82,26,58,18,19,86,62,57,62,9,34,49,19,56,41,14,42,69,29,15,49,8,80,1,4,20,25,40,71,94
289,100,f,no,yes,yes,yes,yes,True,False,207,in,46,True,94,72,95,19,68,34,67,49,27,55,84,21,49,87,68,34,47,36,32,26,66,45,3,68,28,25,8,38,61,25,66,86,6,85,58,14,85,7,3,59,1,40,16,11,36,50,49,1,36,24,88,90
290,97,m,no,yes,yes,yes,yes,True,False,2563,in,43,True,8,57,52,67,82,27,25,79,78,100,55,41,83,42,35,5,57,3,13,94,77,58,16,47,53,26,27,78,99,98,62,69,12,22,92,32,71,43,68,82,48,54,80,38,18,45,92,86,83,70,94,13
291,93,m,yes,yes,no,yes,yes,True,False,734,in,3,True,34,58,81,97,93,86,94,44,75,42,46,6,23,90,18,56,21,24,98,31,56,46,83,9,84,68,52,48,22,20,66,47,38,26,45,91,100,4,79,19,72,98,52,78,79,69,58,63,50,77,52,48
292,82,f,yes,yes,yes,yes,yes,True,False,2987,in,7,True,60,73,19,20,64,51,56,7,87,41,32,24,13,58,58,14,47,29,3,5,2,94,82,1,74,53,23,96,100,73,47,67,57,3,86,15,70,18,1,3,27,34,73,94,4,58,76,9,93,39,96,83
293,82,f,yes,yes,yes,yes,yes,True,False,1370,out,89,True,9,71,15,5,84,51,52,95,63,26,88,13,22,36,92,5,1,0,95,97,81,3,19,13,84,86,91,79,35,85,99,12,11,57,43,97,100,77,19,57,1,35,81,64,45,91,90,40,44,41,37,91
294,97,m,yes,yes,yes,yes,yes,True,False,1659,out,99,True,63,60,59,95,17,23,8,27,88,61,36,9,99,98,44,88,61,58,51,74,14,77,68,10,10,50,86,70,12,8,27,77,73,47,33,100,45,99,23,10,22,32,57,94,54,96,35,9,32,8,77,26
295,76,f,yes,yes,yes,no,yes,True,False,553,out,66,True,84,56,34,0,5,96,76,47,25,19,27,10,54,70,28,75,88,40,93,89,36,7,72,12,78,36,23,11,80,16,44,61,10,85,21,66,77,67,23,80,34,8,56,8,40,81,82,35,78,13,62,71
296,95,f,yes,yes,yes,no,yes,True,False,2707,out,97,True,56,16,54,64,63,100,53,53,44,87,2,3,82,49,51,16,25,66,96,43,30,99,23,39,46,91,25,72,61,88,27,23,58,9,28,33,71,91,40,23,55,33,65,9,3,83,34,13,30,9,45,42
297,88,f,yes,yes,yes,yes,yes,True,False,2264,out,59,True,37,23,12,58,71,59,35,0,44,89,16,85,66,11,94,9,90,12,6,24,22,50,52,23,27,56,77,25,53,7,97,63,51,70,68,21,94,15,96,97,58,46,42,58,53,45,37,73,80,23,72,97
298,70,f,yes,yes,yes,yes,no,True,False,402,in,32,True,36,65,77,95,17,68,75,38,38,15,84,49,8,79,51,36,77,58,22,20,40,85,94,62,93,16,71,53,29,34,13,11,80,82,14,90,73,89,46,70,5,25,94,33,73,22,48,57,71,64,21,34
299,94,m,yes,no,yes,yes,yes,True,False,1368,in,1,True,95,23,27,25,60,75,23,22,33,31,3,90,29,63,5,97,35,66,64,47,75,78,87,3,24,2,31,63,60,89,80,71,88,19,0,71,27,34,63,71,8,14,15,76,99,28,11,47,3,32,15,46
300,100,m,yes,yes,yes,no,yes,True,False,2801,in,18,True,1,56,65,38,18,13,94,64,37,18,83,47,88,82,31,94,78,15,25,27,72,79,92,57,44,89,96,65,35,45,23,100,77,0,7,99,8,75,4,38,34,63,54,63,48,27,6,92,4,1,85,40
301,63,f,yes,yes,yes,yes,yes,True,False,838,in,33,True,41,54,82,66,11,4,45,8,73,30,4,43,62,17,1,43,28,8,44,99,27,55,14,15,7,35,64,99,100,36,68,34,61,39,75,7,99,90,56,66,72,95,12,71,40,33,83,33,42,49,19,46
302,72,f,yes,yes,no,yes,yes,True,False,1905,out,91,True,69,84,20,37,47,84,73,56,0,16,37,64,53,35,21,11,53,38,65,62,49,23,69,34,6,83,52,14,1,81,42,37,31,54,87,32,75,86,99,16,31,56,85,92,37,7,96,78,58,92,27,11
303,61,f,yes,yes,yes,yes,yes,True,False,2204,in,26,True,83,54,42,59,33,77,15,69,7,83,98,3,42,35,65,81,84,0,56,6,62,58,4,8,26,72,98,93,81,54,9,65,94,77,15,4,4,83,68,84,24,27,8,22,79,82,59,38,74,71,98,92
304,91,m,yes,no,yes,yes,yes,True,False,2960,in,2,True,8,44,46,80,94,58,70,39,7,91,91,49,48,75,43,20,33,25,63,80,25,17,0,61,30,48,55,20,86,25,59,61,59,30,94,89,71,64,86,65,98,89,75,77,93,83,7,15,34,25,94,4
305,78,f,yes,yes,yes,yes,no,True,False,55,in,34,True,55,77,23,99,98,53,7,6,84,64,17,18,19,0,68,21,96,52,97,92,95,40,33,6,11,44,45,45,89,23,46,83,27,82,87,4,42,63,20,21,72,95,32,92,37,50,7,64,54,21,78,19
306,90,f,no,yes,yes,yes,yes,True,False,2230,in,33,True,6,22,24,29,45,1,88,93,82,48,21,19,5,90,44,21,86,12,67,74,44,60,13,86,93,81,49,72,37,85,68,26,14,37,47,1,79,83,4,89,84,16,67,81,76,17,66,12,68,12,92,52
307,73,m,no,yes,yes,yes,yes,True,False,2773,out,63,True,36,46,27,77,74,25,78,16,96,65,75,83,85,97,31,18,92,35,18,41,29,50,12,57,4,82,41,1,40,70,31,10,53,46,61,67,18,48,100,43,99,24,87,32,67,18,12,66,94,94,15,57
308,80,m,yes,yes,yes,yes,yes,True,False,2591,out,90,True,13,99,2,31,82,42,11,69,5,86,87,3,39,8,36,9,72,84,59,54,78,53,60,12,67,63,60,12,25,98,53,54,61,42,99,41,11,37,45,45,18,12,90,54,47,100,82,84,0,34,69,19
309,95,m,yes,yes,yes,yes,yes,True,False,2689,out,65,True,70,94,81,33,43,27,31,19,56,64,84,72,34,35,15,53,19,33,72,20,92,28,48,34,97,27,0,60,47,24,59,15,1,60,71,3,87,50,66,62,82,93,96,63,54,32,97,77,12,7,77,4
310,73,f,yes,yes,yes,no,yes,True,False,704,out,63,True,3,92,1,78,80,5,34,91,75,17,67,96,95,44,91,96,56,0,84,90,71,44,3,0,82,17,6,19,22,69,16,77,55,59,36,32,92,55,10,49,50,56,19,6,15,10,24,25,0,62,74,66
311,91,m,yes,yes,yes,yes,yes,True,False,519,in,49,True,31,78,9,59,67,21,73,27,73,70,18,46,56,47,98,50,73,79,89,43,76,1,46,5,46,9,52,64,95,99,41,16,84,84,52,72,36,14,0,2,74,26,97,47,73,17,80,93,17,30,65,82
312,76,m,yes,yes,yes,yes,yes,True,False,2883,in,36,True,29,7,71,63,98,4,35,50,45,23,53,39,32,6,88,77,13,42,80,20,48,14,88,48,52,54,64,29,52,19,53,3,39,55,81,60,7,14,33,60,22,60,30,85,70,16,82,94,59,19,3,83
313,99,m,no,yes,yes,yes,yes,True,False,2780,in,30,True,0,40,21,62,27,17,45,41,29,61,50,10,75,57,29,17,34,72,94,21,40,85,67,17,98,27,37,42,55,13,90,23,13,72,7,38,5,44,81,84,99,93,9,41,9,32,99,67,90,98,55,19
314,97,f,yes,no,yes,yes,yes,True,False,927,in,16,True,32,35,60,59,72,84,99,25,76,2,91,42,56,81,96,48,40,53,66,67,97,2,16,47,66,11,59,77,66,55,7,34,14,23,29,15,92,61,79,83,82,84,51,55,57,89,47,21,30,56,27,94
315,88,m,yes,yes,yes,yes,yes,True,False,1025,in,7,True,33,24,80,36,52,18,96,13,22,86,19,94,48,50,0,46,5,23,42,1,25,90,97,37,48,94,52,71,86,49,10,77,5,35,6,60,8,54,66,6,27,24,42,38,2,32,94,8,81,88,24,85
316,88,m,yes,yes,yes,no,yes,True,False,1188,out,53,True,24,75,81,99,58,11,69,66,97,57,4,52,85,13,56,64,91,50,45,70,48,97,79,79,60,14,6,24,85,1,95,29,18,32,49,13,36,18,35,0,4,72,56,50,83,48,68,32,95,100,88,97
317,75,f,yes,yes,yes,yes,yes,True,False,2442,out,94,True,26,95,68,35,29,43,95,24,3,80,51,45,87,12,71,88,16,85,71,21,75,85,11,98,17,38,22,91,22,62,22,8,62,19,38,73,81,95,27,34,12,5,64,33,73,33,19,7,97,94,86,85
318,65,m,yes,yes,yes,yes,yes,True,False,417,out,63,True,30,66,65,29,64,30,80,69,90,28,66,88,33,49,38,67,87,97,62,32,65,99,77,69,61,99,73,20,31,72,41,27,68,39,89,4,78,28,2,27,8,54,94,16,52,81,55,24,39,7,67,31
319,69,f,yes,yes,yes,yes,yes,True,False,1731,out,55,True,13,26,92,15,25,34,21,9,63,35,85,27,77,26,25,67,1,65,11,12,32,50,36,50,36,54,43,27,29,75,86,16,12,91,43,72,43,66,23,98,98,92,84,75,72,100,8,22,60,51,73,77
320,69,m,yes,yes,yes,no,yes,True,False,2341,out,94,True,99,80,4,92,88,33,65,2,94,1,28,76,19,98,60,100,94,2,62,1,77,40,73,98,14,2,83,99,34,1,0,86,13,36,52,25,42,22,58,78,96,100,6,93,100,53,92,46,0,23,65,34
321,79,f,yes,yes,yes,yes,yes,True,False,1001,out,52,True,82,84,31,35,41,42,90,81,28,5,66,83,49,28,33,3,44,66,91,59,36,30,93,67,13,23,29,65,29,52,48,62,22,54,9,59,63,86,20,1,80,42,95,77,22,45,32,7,49,87,87,91
322,65,m,yes,yes,yes,yes,no,True,False,2536,out,71,True,18,96,31,42,60,57,34,53,21,8,42,86,34,40,12,22,30,46,100,64,63,74,84,37,24,24,96,8,74,17,56,86,12,33,5,66,76,40,4,58,70,34,98,97,40,27,70,73,10,96,51,85
323,75,m,yes,no,yes,yes,yes,True,False,1162,in,8,True,35,1,76,60,82,29,38,19,42,52,34,43,0,65,72,37,19,42,33,97,0,52,57,12,64,10,9,35,20,37,34,44,5,4,51,10,80,71,56,33,46,79,54,35,23,97,82,70,22,90,59,49
324,73,m,yes,yes,yes,no,yes,True,False,381,in,39,True,68,32,10,58,60,11,13,30,76,85,47,80,14,62,1,38,40,31,19,31,84,33,30,43,56,63,70,71,61,62,51,41,84,8,31,96,3,94,27,30,27,25,92,5,71,54,79,14,57,10,39,90
325,88,f,yes,yes,yes,yes,yes,True,False,1952,in,39,True,85,12,1,74,93,68,38,7,70,10,3,55,21,75,32,15,97,81,79,89,59,76,11,73,91,10,11,13,23,68,34,92,7,26,18,1,57,16,43,0,68,35,4,37,75,52,35,83,26,56,14,54
326,79,m,yes,no,yes,yes,yes,True,False,1763,in,47,True,64,11,45,93,49,4,71,30,99,100,77,100,15,19,57,21,5,35,65,75,6,39,37,20,10,87,32,26,94,26,36,9,63,20,70,61,4,10,53,78,51,49,33,54,18,30,18,67,88,10,86,6
327,65,m,yes,yes,yes,no,yes,True,False,1348,in,43,True,32,85,31,36,99,50,44,97,0,95,10,4,25,3,23,28,45,12,20,41,21,86,52,99,55,62,65,91,14,66,43,81,51,11,11,44,41,31,10,47,68,91,71,41,22,19,23,67,34,53,18,32
328,84,f,yes,yes,yes,yes,yes,True,False,1839,out,100,True,53,32,91,22,56,36,44,27,17,83,64,41,74,18,21,71,4,90,52,41,34,82,21,93,19,91,6,68,89,4,85,62,7,24,19,93,95,12,96,8,46,44,1,6,21,69,85,34,7,57,25,84
329,74,f,yes,yes,yes,yes,yes,True,False,1917,in,6,True,32,96,12,27,34,28,24,62,87,48,32,78,11,11,37,54,57,82,43,21,60,29,52,59,66,18,12,29,82,14,97,75,35,81,44,70,36,86,3,96,72,2,7,44,13,49,89,57,77,89,65,49
330,94,f,yes,yes,yes,no,yes,True,False,106,in,40,True,66,78,97,61,50,32,21,97,55,85,23,29,69,47,97,8,5,71,23,43,66,77,66,51,93,45,92,79,59,50,36,85,97,78,55,30,57,21,24,83,59,81,100,95,66,65,57,40,72,2,40,69
331,76,f,no,yes,yes,yes,yes,True,False,2322,in,29,True,8,36,47,37,45,70,99,27,15,87,50,93,24,24,91,34,32,76,94,32,4,69,57,97,45,10,42,86,88,9,79,36,76,27,52,74,82,67,99,30,80,66,95,88,24,15,9,39,73,35,15,30
332,98,m,yes,yes,yes,no,yes,True,False,1577,in,37,True,60,67,67,7,10,92,70,6,49,19,53,47,90,81,0,26,78,31,34,17,2,78,24,49,2,90,45,26,66,99,72,21,78,48,70,70,82,40,15,12,78,62,16,85,45,52,55,33,65,73,69,35
333,85,f,yes,yes,yes,yes,yes,True,False,886,out,63,True,84,21,92,51,75,7,76,33,49,19,38,33,54,0,2,81,46,97,20,43,69,33,13,79,34,80,34,0,4,28,36,75,84,49,49,88,31,81,33,38,58,32,43,89,25,87,73,91,9,57,6,61
334,88,m,yes,yes,no,yes,yes,True,False,1088,out,52,True,21,3,31,23,52,27,41,76,57,98,79,28,38,38,1,43,9,9,49,39,56,69,53,32,12,33,84,66,28,79,18,78,17,57,23,15,89,100,40,96,73,0,93,84,93,71,93,6,36,8,4,94
335,72,m,yes,yes,yes,yes,yes,True,False,1607,in,7,True,49,21,87,73,30,65,4,89,76,4,79,51,4,92,25,14,67,84,3,25,11,79,58,30,90,59,93,65,22,11,61,40,41,36,31,84,94,97,32,79,39,89,13,27,96,93,26,16,53,64,14,68
336,99,f,yes,yes,yes,yes,yes,True,False,2677,out,67,True,15,58,38,24,32,13,44,70,37,42,45,79,29,50,69,88,35,35,77,14,95,20,78,8,42,64,16,33,69,4,74,97,58,59,8,65,79,84,24,61,32,93,93,63,41,93,11,5,15,32,76,93
337,67,m,yes,yes,yes,yes,no,True,False,110,in,36,True,77,88,21,30,90,47,57,13,41,35,44,60,96,2,99,100,71,28,43,51,75,18,70,79,60,58,80,31,28,47,7,92,28,35,5,72,62,40,84,4,32,10,38,16,74,97,38,74,10,8,60,97
338,71,f,no,yes,yes,yes,yes,True,False,2608,in,40,True,68,83,18,83,5,5,28,59,52,66,90,24,77,63,76,42,71,87,30,73,31,45,30,80,6,33,96,94,25,60,24,51,9,35,48,73,30,87,36,79,30,35,7,8,91,75,1,58,72,30,20,94
339,83,m,yes,yes,yes,yes,no,True,False,2941,out,97,True,52,33,36,77,58,9,9,97,54,39,59,2,2,85,71,77,30,21,60,28,80,23,49,51,34,78,49,69,86,70,5,13,39,43,50,36,84,35,99,94,76,23,83,77,83,84,32,71,70,54,55,94
340,80,f,no,yes,yes,yes,yes,True,False,2702,in,43,True,97,36,96,94,32,76,74,42,74,39,33,67,98,71,75,72,53,27,61,53,20,36,16,2,82,50,27,17,40,98,48,62,80,97,3,1,31,80,73,98,32,25,1,97,11,27,36,30,74,13,23,68
341,93,f,yes,yes,yes,yes,yes,True,False,1881,in,31,True,20,77,52,13,47,95,44,99,77,53,71,19,0,2,49,77,43,93,86,75,82,88,9,0,89,86,26,40,84,65,43,10,91,20,79,46,55,44,36,86,6,47,62,95,85,65,70,88,92,83,29,30
342,92,f,yes,yes,yes,yes,yes,True,False,125,in,12,True,6,7,92,53,49,94,36,76,95,64,42,36,13,85,97,24,82,16,25,38,24,75,40,65,19,64,66,99,48,22,76,93,70,16,0,85,57,4,82,93,19,55,73,94,9,55,2,73,77,24,46,76
343,65,m,yes,no,yes,yes,yes,True,False,1579,in,6,True,49,98,95,43,35,77,7,84,92,65,90,13,60,35,29,3,58,57,98,77,45,45,9,6,85,43,47,82,41,43,73,7,48,6,67,63,78,67,97,59,81,30,72,34,98,33,31,41,85,92,6,7
344,90,m,yes,yes,yes,yes,yes,True,False,1156,in,39,True,30,52,36,16,20,37,42,52,41,18,97,57,67,9,55,99,0,81,56,44,69,97,23,52,74,80,7,75,10,38,44,33,70,28,64,12,15,87,83,23,39,58,76,16,34,2,71,55,1,63,60,48
345,73,m,yes,yes,yes,yes,yes,True,False,875,out,100,True,81,37,85,68,33,15,25,60,8,14,9,8,69,12,34,68,19,95,8,15,17,82,67,30,85,57,1,69,61,27,0,7,41,64,99,56,69,74,62,56,16,21,1,54,9,96,43,96,37,62,43,3
346,76,f,yes,yes,yes,yes,yes,True,False,2348,in,9,True,5,41,54,4,37,20,4,79,71,3,81,94,13,67,9,4,83,11,14,69,90,58,0,14,66,15,93,8,13,72,13,47,93,5,72,92,10,83,8,79,51,60,37,59,47,37,53,44,83,34,46,32
347,73,f,yes,yes,yes,yes,yes,True,False,2580,out,55,True,87,83,64,7,86,8,49,32,45,80,7,42,65,2,2,88,31,54,32,27,26,98,85,10,24,13,58,26,64,59,5,85,99,27,65,42,46,58,61,50,53,47,85,40,10,1,20,60,48,69,83,61
348,73,m,yes,yes,yes,yes,no,True,False,1034,in,29,True,91,77,59,12,66,58,24,6,36,48,69,80,86,45,87,57,32,69,58,72,14,93,83,54,75,97,41,82,97,4,2,52,23,6,44,14,22,76,80,21,7,26,98,95,4,25,30,21,15,56,57,70
349,71,f,yes,yes,yes,yes,yes,True,False,2148,in,35,True,2,99,53,55,90,44,58,55,87,21,76,7,85,15,32,89,37,64,91,29,50,12,14,97,33,38,24,66,21,57,3,54,88,48,62,88,71,81,51,77,2,10,35,59,68,22,80,37,14,34,68,1
350,69,m,no,yes,yes,yes,yes,True,False,2635,in,44,True,64,82,45,54,40,8,64,93,14,91,88,16,57,42,96,78,72,94,81,93,17,10,20,26,66,77,2,8,79,1,90,49,76,80,27,0,28,38,48,87,26,96,82,100,73,74,50,61,4,84,46,3
351,75,m,yes,no,yes,yes,yes,True,False,2171,in,32,True,8,79,36,6,96,60,63,28,88,41,61,6,52,30,81,10,31,80,35,98,34,3,20,14,15,40,73,97,30,76,35,45,1,29,60,48,49,81,77,90,58,51,72,61,100,4,3,23,59,20,3,2
352,100,m,yes,yes,yes,yes,yes,True,False,140,out,83,True,7,98,21,59,52,81,12,5,7,17,7,28,89,64,45,18,46,69,61,38,23,75,61,55,26,57,30,41,66,20,78,35,89,0,0,31,75,61,4,67,4,63,67,7,25,28,14,49,64,59,75,76
353,69,m,no,yes,yes,yes,yes,True,False,1929,in,20,True,68,98,27,38,17,89,21,95,97,36,52,87,82,28,4,29,52,16,9,65,63,95,74,80,88,79,67,89,78,47,72,97,41,5,85,29,36,70,89,43,47,49,40,33,65,30,97,95,13,6,57,46
354,74,f,yes,yes,yes,yes,yes,True,False,2516,in,37,True,71,82,16,91,64,49,26,1,85,53,39,72,91,7,53,57,83,99,35,20,74,27,89,66,79,12,31,29,41,34,27,29,84,45,16,0,63,20,88,13,60,91,50,26,81,47,57,87,51,4,68,31
355,95,m,yes,yes,yes,yes,yes,True,False,663,out,58,True,75,84,94,12,52,76,33,96,72,90,88,92,0,64,28,3,44,67,88,15,25,42,78,65,74,21,80,42,46,75,71,23,28,43,50,58,90,65,42,39,56,38,40,6,52,27,2,65,98,33,64,33
356,94,m,yes,yes,yes,yes,no,True,False,1169,in,10,True,3,5,17,87,59,24,14,79,56,74,85,86,15,55,17,72,87,76,88,88,98,66,53,78,19,83,90,96,92,6,33,13,54,96,4,47,46,54,58,64,35,43,37,0,91,24,59,57,72,6,26,46
357,96,m,yes,yes,yes,yes,no,True,False,1602,out,100,True,32,46,9,10,92,26,0,45,45,64,81,44,89,9,51,46,31,73,14,75,98,26,10,66,79,90,1,77,57,69,53,69,20,80,62,66,82,20,97,46,60,50,44,50,74,63,48,62,57,20,83,42
358,87,f,yes,yes,no,yes,yes,True,False,81,in,15,True,42,54,19,8,10,6,100,88,82,22,24,58,11,83,67,65,31,60,42,27,56,24,61,57,86,68,71,41,23,57,32,59,28,64,64,94,94,62,34,69,7,8,36,94,12,44,58,77,27,88,2,29
359,99,m,yes,yes,yes,yes,no,True,False,400,in,30,True,47,66,65,16,26,13,96,86,92,45,58,77,87,19,78,68,3,46,60,33,28,32,89,94,75,43,85,22,5,63,1,66,36,26,65,61,49,10,48,21,59,40,68,44,35,85,97,28,55,71,27,5
360,87,m,yes,yes,yes,yes,yes,True,False,499,in,10,True,90,12,70,81,50,46,71,65,12,80,22,67,11,83,24,6,47,83,31,39,10,19,77,72,89,100,6,79,80,91,1,82,2,47,78,19,100,93,36,34,14,56,13,50,50,53,26,51,89,91,23,63
361,72,m,yes,yes,yes,yes,yes,True,False,2419,in,8,True,49,1,69,90,60,30,79,3,33,51,82,5,98,61,43,8,95,14,48,89,97,34,64,98,12,26,97,6,59,78,88,5,54,13,100,12,23,1,77,87,89,97,61,20,37,3,72,34,2,54,98,52
362,65,f,yes,yes,no,yes,yes,True,False,1561,in,15,True,88,85,75,34,81,35,44,53,45,75,19,42,34,55,34,66,7,10,46,25,60,77,68,53,86,16,83,100,78,18,5,77,31,99,44,36,77,48,24,59,0,85,54,55,53,20,36,62,20,58,93,93
363,68,m,yes,yes,yes,no,yes,True,False,1693,in,3,True,35,71,39,42,45,79,93,25,45,37,78,5,71,95,25,45,82,92,94,84,11,59,19,27,36,74,20,52,71,13,68,88,5,3,7,3,54,77,70,85,44,4,39,69,87,65,96,40,91,27,33,93
364,82,m,no,yes,yes,yes,yes,True,False,2139,in,20,True,58,56,4,99,91,8,5,18,86,15,67,41,70,19,37,30,9,55,60,91,50,53,73,35,35,62,43,53,38,74,73,51,45,62,16,36,56,38,92,11,71,100,99,95,86,17,96,29,61,35,83,96
365,68,f,yes,yes,yes,yes,yes,True,False,804,in,4,True,25,87,82,99,72,80,68,23,21,59,61,8,33,67,31,54,12,85,49,0,62,15,80,75,61,83,90,5,55,10,92,77,59,45,48,42,98,7,73,48,24,67,53,24,34,41,68,0,98,26,33,10
366,67,f,yes,yes,yes,no,yes,True,False,656,out,95,True,48,93,53,79,89,50,61,3,85,57,83,19,4,53,81,61,96,35,97,28,91,58,45,95,82,85,5,17,9,64,96,49,7,69,60,72,19,71,73,71,87,72,38,20,21,35,43,2,74,81,42,78
367,71,m,no,yes,yes,yes,yes,True,False,1511,out,66,True,57,18,79,10,49,72,26,6,68,90,9,80,78,79,85,62,64,46,45,10,14,6,20,44,92,37,64,97,50,60,64,69,88,21,50,98,87,46,63,75,83,89,24,35,100,24,42,27,41,36,74,70
368,97,m,yes,yes,yes,yes,yes,True,False,1756,in,41,True,58,82,69,60,73,31,81,38,21,29,54,0,96,42,35,83,29,96,51,93,34,4,45,50,96,77,60,87,50,86,28,94,46,47,50,14,51,77,76,43,9,64,30,95,5,13,73,39,34,60,15,77
369,70,f,yes,yes,yes,yes,yes,True,False,944,out,82,True,79,77,94,4,96,16,27,81,64,0,98,57,80,93,10,44,34,32,40,13,37,31,88,30,71,31,84,11,77,6,40,56,97,18,21,48,78,29,56,12,66,17,73,59,63,100,64,57,60,38,32,9
370,100,m,yes,yes,yes,yes,yes,True,False,993,in,24,True,97,68,41,6,62,18,36,53,100,45,67,3,8,56,7,50,14,86,96,22,24,49,6,19,93,6,29,72,51,93,37,91,71,81,32,87,23,21,2,73,6,98,95,96,29,19,14,86,56,61,1,25
371,60,f,yes,yes,yes,yes,yes,True,False,2840,in,10,True,55,22,19,26,41,2,63,89,23,57,3,2,46,11,96,89,20,8,96,79,78,15,16,37,32,51,34,19,13,62,93,37,80,54,2,100,55,53,25,27,72,31,93,19,60,63,44,92,25,79,37,82
372,62,f,yes,yes,yes,yes,yes,True,False,2791,in,17,True,55,70,86,36,90,69,42,94,2,38,17,51,60,69,55,22,1,23,92,77,10,44,95,61,69,79,54,29,27,62,87,85,76,63,59,44,28,97,39,85,83,62,96,22,10,61,25,65,1,64,20,21
373,93,f,yes,yes,yes,no,yes,True,False,2299,out,78,True,55,54,22,53,85,100,71,71,16,32,38,94,17,24,1,30,63,77,94,48,91,19,37,62,96,37,6,19,24,25,89,90,27,75,3,22,44,6,69,42,13,63,75,58,14,99,52,81,43,67,16,84
374,100,m,yes,no,yes,yes,yes,True,False,1120,in,28,True,79,33,21,66,17,42,36,18,49,38,17,24,74,26,65,7,82,6,71,52,21,48,95,1,29,95,57,23,97,93,49,56,38,12,61,1,51,51,17,2,94,38,18,99,47,68,19,68,34,60,74,92
375,67,m,no,yes,yes,yes,yes,True,False,1049,out,71,True,57,27,95,65,52,34,75,16,43,58,6,44,57,55,59,61,19,51,50,38,33,46,68,63,77,63,4,46,30,7,10,53,54,32,18,98,31,13,75,72,100,77,7,76,24,63,21,14,38,81,82,58
376,65,f,yes,yes,yes,yes,yes,True,False,2113,out,76,True,67,4,72,20,30,73,18,99,100,36,44,69,14,23,35,12,32,37,4,35,76,29,17,68,42,45,10,92,23,20,11,87,65,29,85,64,42,62,41,66,35,97,81,3,11,10,92,16,21,2,42,43
377,66,f,yes,yes,yes,no,yes,True,False,856,out,57,True,8,15,4,97,69,39,1,18,56,43,27,76,22,31,21,52,89,25,18,62,6,74,44,29,7,62,24,89,89,72,40,11,81,77,99,18,76,25,13,47,68,98,29,48,70,93,7,84,5,18,57,76
378,74,f,yes,yes,yes,yes,yes,True,False,2254,out,66,True,19,83,1,17,18,24,0,21,96,58,59,40,1,54,64,56,11,41,29,77,37,3,41,10,27,76,83,10,14,7,59,38,1,4,42,64,40,97,40,9,44,3,23,57,54,67,48,62,97,78,49,24
379,71,m,yes,yes,yes,yes,yes,True,False,1669,in,16,True,3,12,98,40,13,32,35,29,83,29,99,38,22,71,80,12,6,26,71,66,58,56,81,33,69,1,50,93,0,34,1,72,96,8,42,20,39,18,81,31,62,57,14,36,100,80,87,57,45,55,6,84
380,90,f,yes,yes,no,yes,yes,True,False,2388,out,61,True,93,26,24,80,83,90,59,19,61,92,32,62,75,98,75,86,15,40,76,48,18,94,82,23,97,33,50,1,98,3,19,60,95,50,1,74,22,14,83,31,77,63,53,29,57,47,76,40,63,12,50,72
