,age,gender,paid_contribution_1,paid_contribution_2,paid_contribution_3,paid_contribution_4,paid_contribution_5,is_spouse,is_absent,capital_resources,patient_type,distance_to_hospital,eligible,noise_1,noise_2,noise_3,noise_4,noise_5,noise_6,noise_7,noise_8,noise_9,noise_10,noise_11,noise_12,noise_13,noise_14,noise_15,noise_16,noise_17,noise_18,noise_19,noise_20,noise_21,noise_22,noise_23,noise_24,noise_25,noise_26,noise_27,noise_28,noise_29,noise_30,noise_31,noise_32,noise_33,noise_34,noise_35,noise_36,noise_37,noise_38,noise_39,noise_40,noise_41,noise_42,noise_43,noise_44,noise_45,noise_46,noise_47,noise_48,noise_49,noise_50,noise_51,noise_52
374,94,f,yes,yes,yes,yes,yes,True,False,1352,out,50,True,40,5,97,21,30,81,40,75,53,50,92,63,31,72,11,61,86,39,93,100,69,36,51,50,19,91,46,11,1,18,5,52,0,91,100,79,35,51,58,91,45,87,38,0,36,98,64,71,21,76,3,85
375,94,m,yes,no,yes,yes,yes,True,False,1785,in,5,True,96,78,27,83,81,93,33,95,83,5,64,100,91,53,30,96,56,54,13,85,12,88,39,99,44,99,22,0,71,69,75,19,81,14,40,69,44,39,43,31,73,27,17,3,22,27,76,10,11,44,58,56
376,96,f,no,yes,yes,yes,yes,True,False,620,in,44,True,0,51,18,21,7,24,97,66,100,3,71,78,33,77,29,92,49,55,43,47,58,51,55,97,100,70,83,58,3,59,97,25,80,64,28,35,18,76,23,39,89,60,42,83,76,9,80,70,97,18,49,91
377,81,f,yes,no,yes,yes,yes,True,False,2481,in,40,True,61,43,68,49,60,90,81,22,75,61,83,95,9,13,17,9,40,87,5,93,54,49,5,95,13,30,40,89,85,69,45,83,5,6,76,95,24,32,62,94,77,41,9,10,84,10,70,72,78,98,93,46
378,72,m,yes,yes,no,yes,yes,True,False,2057,out,94,True,43,88,25,34,18,34,100,33,93,42,42,54,87,0,92,90,72,55,20,99,61,67,56,68,41,85,63,96,2,39,22,63,32,38,50,74,80,39,11,20,53,88,71,46,8,87,72,15,60,83,57,94
379,79,m,yes,no,yes,yes,yes,True,False,2497,in,27,True,29,30,94,97,59,11,7,60,73,62,71,27,84,25,45,90,82,75,57,18,18,60,40,57,54,75,74,94,14,85,69,15,6,15,12,96,86,37,61,18,80,79,10,47,54,10,33,91,70,51,81,29
380,61,f,no,yes,yes,yes,yes,True,False,1154,out,82,True,87,96,4,82,64,59,85,43,99,60,23,50,60,45,9,23,100,92,55,8,1,3,51,79,23,0,45,100,7,29,34,93,55,39,36,99,6,13,36,37,54,67,45,20,52,4,74,90,58,51,98,87
381,98,f,yes,yes,yes,yes,yes,True,False,352,in,5,True,100,12,16,52,56,86,62,45,28,8,62,73,74,6,4,45,47,44,80,27,25,66,98,71,73,46,77,63,43,36,93,79,47,89,95,54,74,18,18,38,23,16,87,45,29,76,54,13,24,92,48,15
382,75,m,yes,yes,yes,yes,no,True,False,3000,in,19,True,43,62,50,92,35,6,36,32,50,41,42,76,46,33,65,68,88,28,39,3,9,39,48,49,93,60,95,78,55,44,75,49,86,100,30,19,11,26,11,56,31,17,72,31,67,96,53,12,81,18,93,69
383,64,f,no,yes,yes,yes,yes,True,False,1926,out,72,True,67,40,53,18,32,66,89,75,77,48,78,1,41,84,51,79,20,36,90,46,70,87,57,41,26,33,41,84,39,61,80,30,18,9,6,47,56,0,94,95,27,88,81,60,9,3,62,98,78,18,21,43
384,96,f,yes,yes,yes,yes,yes,True,False,1706,in,43,True,58,55,68,60,31,60,73,3,51,6,79,72,16,19,33,38,18,77,73,10,7,52,63,80,81,16,4,60,34,73,66,35,42,54,59,21,35,18,91,29,70,25,24,15,70,35,96,83,28,17,90,65
385,88,m,yes,no,yes,yes,yes,True,False,2739,out,77,True,58,62,51,2,0,75,8,25,0,95,79,13,33,35,68,92,0,28,92,51,15,86,10,6,49,93,29,74,69,22,60,97,29,61,83,17,64,21,2,0,77,77,75,36,77,15,63,98,45,12,20,64
386,90,m,yes,yes,yes,yes,yes,True,False,1554,in,9,True,48,61,20,98,12,60,86,55,40,69,83,99,83,41,3,94,32,32,41,84,80,6,56,73,91,47,5,81,91,35,6,84,1,71,19,98,6,89,35,87,19,72,69,96,78,96,76,58,72,93,48,74
387,62,f,yes,yes,yes,yes,no,True,False,2073,in,41,True,1,57,95,88,3,45,22,26,29,99,99,52,20,91,28,83,22,60,60,97,71,96,6,29,36,47,56,3,8,44,10,59,37,25,20,73,79,56,89,64,1,86,54,57,81,0,50,76,83,17,77,24
388,92,f,yes,yes,yes,yes,yes,True,False,559,out,92,True,57,67,18,97,2,17,47,85,19,80,52,100,51,25,34,25,77,64,19,29,12,96,55,92,68,75,85,30,82,73,16,36,24,78,59,10,83,22,19,75,86,11,17,17,83,57,97,85,72,90,36,77
389,77,m,yes,yes,yes,yes,yes,True,False,1149,out,79,True,83,6,5,52,62,18,35,7,63,81,29,55,29,74,23,28,3,54,85,86,83,5,38,23,24,7,40,71,49,5,30,3,10,68,81,63,78,100,87,14,29,74,32,45,70,48,65,45,90,41,29,8
390,84,m,yes,yes,yes,yes,yes,True,False,811,in,39,True,4,19,75,47,30,81,62,18,45,49,50,21,90,59,73,22,20,77,52,69,74,75,95,73,65,51,42,58,32,48,69,49,98,88,28,52,7,62,21,87,86,57,49,19,57,78,75,25,76,26,46,67
391,67,m,yes,yes,yes,yes,no,True,False,835,in,25,True,65,0,96,64,35,60,1,37,5,55,58,1,31,78,58,100,52,70,60,13,28,14,91,8,81,71,28,50,100,14,26,65,24,48,62,21,27,57,69,61,56,72,74,97,46,17,84,72,32,78,46,85
392,68,f,yes,yes,no,yes,yes,True,False,2461,in,29,True,87,41,90,3,35,78,45,79,84,57,93,63,68,42,7,27,42,96,76,86,91,17,25,46,16,23,40,69,8,43,97,67,62,20,57,87,25,89,42,20,5,40,87,60,55,98,58,38,96,41,98,45
393,84,m,yes,yes,yes,yes,yes,True,False,2732,in,9,True,33,73,100,39,2,16,11,61,58,22,12,55,19,84,75,63,21,83,70,50,43,17,2,90,54,60,85,69,99,21,16,65,92,66,41,76,92,86,17,91,75,35,1,66,59,50,42,57,27,69,68,6
394,74,m,yes,yes,yes,no,yes,True,False,976,in,48,True,48,84,69,70,81,7,26,19,17,34,27,63,85,38,35,49,47,35,60,74,89,73,86,99,66,45,9,47,62,31,75,40,23,13,21,18,31,61,86,9,74,45,11,81,63,3,93,37,56,77,63,91
395,74,m,yes,yes,yes,yes,yes,True,False,2536,out,75,True,83,52,19,8,88,34,82,34,52,59,87,41,22,12,20,55,35,36,84,26,7,27,93,18,86,61,66,47,73,94,0,46,87,17,95,45,70,41,24,60,91,75,2,39,77,21,79,95,54,76,2,73
396,78,f,yes,yes,yes,yes,no,True,False,2187,out,93,True,33,8,71,2,69,30,70,85,86,92,40,33,62,60,43,45,91,67,74,51,19,72,87,84,30,94,48,57,70,71,56,42,18,19,69,4,97,98,71,1,32,12,48,8,57,62,21,9,85,0,75,3
397,92,m,yes,yes,yes,no,yes,True,False,2091,in,18,True,66,51,8,52,96,3,17,31,47,30,98,58,95,76,21,94,45,82,33,73,65,21,96,60,20,28,49,7,12,0,84,67,28,42,47,67,53,94,28,45,0,54,0,95,97,0,44,69,99,97,2,42
398,98,m,yes,yes,no,yes,yes,True,False,1461,out,86,True,39,31,66,50,88,38,26,28,89,5,92,91,68,80,8,17,74,53,25,45,29,27,32,55,31,27,74,18,89,60,31,84,53,52,96,30,39,73,45,33,2,85,8,61,59,24,5,36,11,62,66,33
399,98,m,no,yes,yes,yes,yes,True,False,774,in,38,True,43,75,96,2,27,81,70,11,49,59,99,60,69,5,8,7,28,57,70,37,78,73,37,4,81,41,26,52,7,53,54,70,2,59,77,6,39,53,40,7,5,13,49,83,83,57,95,54,64,29,30,54
400,84,m,yes,yes,yes,yes,yes,True,False,566,out,66,True,94,39,70,49,18,29,53,54,24,17,49,61,82,79,26,56,40,80,25,87,90,53,15,0,65,38,92,61,77,29,73,1,62,37,76,91,91,52,31,60,8,79,84,2,86,67,95,28,54,18,76,46
401,74,f,yes,yes,yes,yes,yes,True,False,2768,in,18,True,34,59,44,68,41,13,47,16,51,52,50,19,79,40,6,91,91,60,50,42,11,99,82,71,20,11,73,81,42,82,38,2,81,18,3,22,62,100,16,60,20,61,87,39,61,38,49,70,66,40,57,61
402,72,m,yes,yes,yes,yes,yes,True,False,919,out,87,True,57,18,58,7,70,21,12,50,56,26,88,96,31,22,22,10,2,5,21,3,79,43,8,45,14,49,60,64,8,60,41,95,68,21,94,36,96,19,16,58,0,80,30,94,85,20,36,66,5,100,65,24
403,71,f,yes,yes,yes,yes,yes,True,False,1626,out,74,True,36,41,17,9,39,46,21,68,63,48,31,10,68,39,69,88,50,67,79,95,13,33,10,90,80,83,93,59,40,60,44,28,13,48,100,95,25,26,31,91,23,28,95,100,71,72,30,25,26,56,83,40
404,100,m,yes,yes,yes,yes,yes,True,False,425,in,19,True,19,0,88,93,70,55,53,75,24,40,49,34,76,100,15,68,68,38,86,86,65,69,62,15,67,88,38,35,7,80,12,62,25,75,26,31,64,19,43,97,70,9,97,7,91,56,84,78,52,9,46,73
405,78,f,yes,yes,yes,yes,no,True,False,401,in,5,True,78,0,58,18,53,56,68,50,6,24,20,31,2,15,53,2,40,3,55,94,35,3,76,100,82,44,53,14,52,5,51,6,20,59,70,45,48,1,25,29,2,38,39,11,26,96,31,5,47,38,83,16
406,94,m,yes,no,yes,yes,yes,True,False,863,out,97,True,2,20,11,89,72,54,95,34,9,3,72,35,75,50,46,1,100,42,60,37,43,15,98,8,1,5,5,19,81,97,25,29,68,100,3,6,88,6,54,87,66,68,50,82,76,3,13,19,71,65,32,20
407,69,m,yes,no,yes,yes,yes,True,False,2849,in,41,True,42,8,13,44,68,99,83,8,51,69,65,28,64,71,26,91,80,44,72,21,18,17,43,93,31,85,27,7,58,6,96,17,63,69,80,28,26,85,63,74,10,81,3,70,29,95,34,64,57,22,29,17
408,69,f,yes,yes,yes,yes,yes,True,False,2015,in,49,True,51,15,60,58,76,19,96,97,5,43,39,90,36,45,92,72,19,27,40,33,56,28,14,59,5,24,97,24,46,65,52,28,8,12,62,81,70,99,57,1,79,78,98,21,18,45,96,24,22,2,9,29
409,96,f,yes,yes,yes,yes,yes,True,False,2508,out,92,True,92,87,29,38,71,90,64,76,25,96,82,91,42,12,72,39,5,38,12,9,46,99,9,81,44,14,70,41,55,64,41,27,2,32,68,10,23,30,59,65,61,92,13,5,65,77,17,34,58,42,24,79
410,76,m,yes,yes,yes,yes,no,True,False,1769,out,76,True,41,53,76,81,85,41,40,40,82,53,96,44,74,87,35,54,21,66,9,78,17,78,31,79,46,44,7,5,76,0,51,56,55,13,30,38,12,68,0,17,48,35,22,31,80,43,16,95,35,40,22,50
411,84,m,yes,yes,yes,yes,yes,True,False,1468,in,2,True,29,69,5,76,91,51,29,7,56,49,42,95,48,46,95,87,61,82,70,10,90,46,20,62,0,8,24,27,81,56,87,31,78,34,70,100,75,66,71,2,68,50,28,37,89,71,22,15,5,6,34,71
412,92,m,yes,yes,yes,yes,no,True,False,996,out,58,True,62,35,50,96,86,21,49,60,84,100,42,67,4,58,59,96,90,29,49,85,0,96,98,35,97,57,9,58,11,63,45,57,15,57,39,14,89,13,42,83,26,92,85,58,4,93,13,74,52,74,85,54
413,66,m,yes,yes,yes,yes,yes,True,False,2167,in,15,True,30,95,30,98,18,95,56,51,41,27,92,62,36,9,71,100,64,4,34,70,59,37,21,71,34,62,45,91,0,5,56,72,5,40,22,99,99,3,51,74,51,37,21,22,77,81,54,25,50,88,17,97
414,85,m,yes,yes,no,yes,yes,True,False,2867,out,75,True,58,57,79,30,18,44,64,57,7,53,84,98,35,75,37,82,4,81,34,53,20,66,41,41,30,53,94,10,46,19,46,25,15,71,41,21,13,56,1,58,90,44,4,71,25,33,45,98,40,80,68,5
415,85,m,yes,yes,yes,yes,yes,True,False,2283,out,89,True,48,11,50,77,43,64,17,55,31,55,61,45,12,68,14,9,70,99,31,49,9,73,60,28,98,75,93,79,59,8,36,33,69,97,96,9,54,14,66,11,65,77,47,68,78,0,7,91,67,71,69,97
416,71,m,yes,yes,yes,yes,yes,True,False,1176,in,36,True,15,56,44,31,0,4,46,26,28,61,38,7,66,22,95,80,17,24,8,72,38,2,62,56,36,92,34,65,74,18,58,37,46,44,40,98,86,51,4,78,65,18,9,21,3,83,33,33,29,100,54,62
417,92,f,no,yes,yes,yes,yes,True,False,2652,in,24,True,88,100,48,27,49,9,46,40,32,36,0,68,95,62,98,99,62,49,39,47,40,73,32,70,11,36,5,46,52,15,46,73,49,9,70,26,69,62,67,68,49,39,33,0,41,69,76,35,52,86,86,86
418,70,m,yes,yes,yes,yes,no,True,False,2158,in,22,True,34,38,28,48,22,93,12,94,15,95,13,55,43,65,99,62,87,47,9,77,60,48,30,24,77,94,57,34,48,38,41,31,83,10,41,55,44,53,8,14,71,48,5,57,73,29,8,11,88,6,25,81
419,75,m,yes,yes,yes,yes,yes,True,False,1029,in,38,True,80,0,92,64,35,16,94,56,87,66,70,83,85,81,61,3,30,33,44,3,100,35,97,89,61,85,10,6,36,86,74,36,66,44,93,27,1,27,28,99,68,4,6,54,75,34,68,83,13,6,62,82
420,62,f,yes,yes,yes,yes,yes,True,False,73,in,34,True,21,63,79,5,95,3,44,22,4,21,69,16,33,68,74,3,79,16,100,37,61,1,4,78,40,76,4,53,92,11,66,60,64,95,91,47,32,77,65,48,97,36,34,2,0,16,52,88,84,6,58,21
421,92,f,yes,yes,yes,yes,yes,True,False,189,in,27,True,2,84,66,55,52,100,5,99,33,1,95,16,79,70,9,38,50,94,38,44,38,8,13,47,50,66,81,89,11,8,80,29,87,36,90,43,75,57,57,35,3,71,35,58,10,87,71,59,87,61,51,88
422,85,m,yes,yes,yes,yes,yes,True,False,2300,in,30,True,11,89,31,94,10,87,32,7,17,86,67,49,92,17,77,11,90,46,7,2,59,88,84,17,65,46,22,57,9,11,51,78,73,67,77,85,98,50,74,67,55,32,0,85,15,69,70,43,52,99,59,70
423,86,f,yes,yes,yes,yes,yes,True,False,1852,out,58,True,46,69,16,96,62,9,3,6,13,73,42,49,73,48,27,45,9,40,72,9,4,54,10,47,28,70,15,59,74,85,1,4,71,31,3,27,82,21,60,17,36,27,86,89,26,48,62,22,91,54,70,92
424,65,m,yes,yes,yes,no,yes,True,False,1875,out,50,True,80,76,74,17,40,27,21,56,74,76,72,52,70,74,62,3,19,2,82,11,38,77,79,55,74,10,13,85,88,67,48,36,41,83,18,97,2,97,61,84,53,44,85,60,18,59,77,78,21,55,75,84
425,81,f,yes,yes,yes,yes,yes,True,False,2736,out,81,True,30,48,64,85,81,62,38,13,19,0,91,40,72,30,17,24,48,99,55,37,53,82,24,98,41,86,45,41,18,10,7,86,42,86,58,71,7,69,20,34,6,92,47,79,62,46,15,40,8,53,56,61
426,79,m,no,yes,yes,yes,yes,True,False,443,in,15,True,13,1,56,79,90,74,64,43,5,0,64,90,32,65,75,23,39,66,11,57,11,85,91,8,4,30,58,34,47,41,29,94,24,53,34,9,62,54,48,5,70,25,62,65,70,95,30,33,73,51,71,22
427,100,f,yes,yes,yes,yes,yes,True,False,2585,in,33,True,90,42,100,38,28,59,92,29,58,16,93,100,96,83,34,93,34,34,67,12,81,41,12,2,28,22,30,9,62,30,62,54,77,32,70,27,44,26,50,10,53,83,37,78,22,90,24,32,56,10,72,27
428,83,f,yes,yes,no,yes,yes,True,False,1334,in,16,True,47,87,62,78,79,21,20,60,56,46,100,30,14,51,75,69,27,50,58,36,17,71,69,62,98,38,27,60,41,98,93,58,89,41,60,26,8,19,30,7,52,91,48,89,99,5,9,71,51,95,11,74
429,82,m,yes,yes,yes,yes,no,True,False,2379,out,60,True,39,25,86,95,72,40,18,32,20,60,30,22,57,80,97,25,89,71,18,76,76,73,23,71,30,79,80,76,33,91,68,54,88,53,29,20,68,65,45,65,27,63,48,15,18,29,2,18,4,75,14,56
430,88,m,yes,yes,yes,yes,yes,True,False,1909,in,33,True,56,66,77,38,98,65,24,93,92,98,40,73,66,71,54,45,34,79,82,68,68,92,62,12,11,62,63,17,56,96,75,70,40,21,24,51,17,99,75,76,93,33,73,62,44,91,31,37,15,85,87,17
431,81,f,yes,no,yes,yes,yes,True,False,2531,in,47,True,87,63,34,57,85,97,16,98,69,18,57,1,3,37,4,99,10,22,92,85,36,40,46,9,46,47,8,99,99,94,32,50,81,3,91,75,65,32,57,75,46,57,1,46,30,14,20,87,48,51,55,16
432,77,f,yes,yes,yes,yes,no,True,False,1970,in,40,True,89,9,58,0,8,50,95,0,27,42,50,98,57,58,38,52,10,8,77,57,60,20,72,90,52,21,46,21,0,21,47,4,7,38,18,74,58,86,5,66,72,15,28,61,22,60,67,83,100,44,49,89
433,88,m,yes,yes,yes,yes,yes,True,False,1118,in,43,True,47,89,98,11,23,67,14,27,30,44,34,91,14,74,63,68,23,62,20,90,89,12,65,4,24,32,91,41,83,25,51,69,25,94,16,22,38,13,72,98,54,21,59,9,60,41,91,61,55,7,23,4
434,95,m,yes,yes,yes,yes,yes,True,False,2749,in,8,True,66,91,74,40,9,40,43,45,71,32,88,46,56,17,2,26,68,58,95,78,32,11,100,70,97,89,94,52,74,21,85,29,34,54,94,75,84,18,75,29,91,82,0,13,60,56,85,7,45,28,5,15
435,84,m,no,yes,yes,yes,yes,True,False,326,in,45,True,35,83,91,63,37,20,76,68,35,62,47,55,42,95,94,76,62,37,18,5,42,77,94,10,88,33,25,32,14,15,53,95,44,96,63,93,73,46,44,57,87,81,71,87,79,70,77,38,99,52,44,56
436,98,m,no,yes,yes,yes,yes,True,False,568,in,4,True,47,64,2,46,59,68,46,21,58,77,21,21,22,85,42,17,25,3,65,67,17,19,85,41,16,52,42,53,63,14,64,74,75,11,24,53,64,50,89,11,55,78,70,5,8,33,40,93,74,27,89,15
437,96,f,yes,yes,yes,yes,yes,True,False,669,out,69,True,5,81,33,78,81,22,71,51,31,8,47,43,58,83,83,29,8,72,84,32,6,37,3,19,33,63,53,15,83,58,37,41,42,84,22,94,60,55,54,16,79,33,13,95,97,74,14,97,15,38,75,19
438,61,f,yes,yes,yes,yes,yes,True,False,2712,out,70,True,43,39,76,19,89,22,22,64,47,33,5,54,72,15,90,83,40,94,7,30,10,25,11,7,13,50,59,29,49,34,99,43,63,33,64,28,47,88,41,90,11,16,82,56,2,83,44,63,7,21,3,98
439,79,f,yes,yes,yes,yes,yes,True,False,2456,out,51,True,98,9,96,61,61,76,74,18,81,72,10,62,30,77,64,77,78,26,94,53,15,14,44,73,34,32,54,50,85,42,85,76,92,6,2,96,6,91,15,11,5,96,0,15,94,21,99,55,29,96,32,33
440,67,f,yes,yes,yes,no,yes,True,False,2646,out,84,True,9,53,59,41,77,40,58,82,73,29,83,42,79,49,58,47,14,51,75,40,13,13,77,96,96,97,77,11,11,65,73,82,44,33,20,94,47,36,81,43,55,66,3,16,85,18,23,50,93,87,38,64
441,92,m,yes,no,yes,yes,yes,True,False,105,out,82,True,23,65,46,32,36,58,56,57,45,87,87,99,39,13,43,18,81,76,85,78,66,42,88,70,61,24,8,30,64,77,19,98,76,81,34,42,43,67,23,68,61,36,48,95,77,49,25,71,54,43,73,61
442,75,m,yes,yes,no,yes,yes,True,False,2600,in,40,True,96,9,67,0,94,52,64,29,83,61,29,5,88,86,97,23,50,62,65,13,14,76,47,0,61,81,55,16,34,35,16,33,81,62,2,22,22,49,17,20,38,87,97,11,60,99,94,79,48,37,85,49
443,75,f,no,yes,yes,yes,yes,True,False,933,out,99,True,41,23,98,23,84,4,83,83,11,58,3,7,0,77,46,86,12,23,53,77,17,0,21,84,57,25,24,35,66,48,57,32,1,71,12,98,45,71,13,100,67,59,28,12,14,33,92,30,72,73,92,85
444,97,m,yes,yes,yes,yes,yes,True,False,613,in,34,True,32,23,35,11,88,74,26,46,31,48,65,47,52,66,12,27,69,13,76,39,18,84,44,73,90,50,95,69,23,66,45,31,73,38,12,88,6,75,77,40,72,33,24,3,34,66,70,0,56,24,56,16
445,82,f,yes,yes,yes,yes,yes,True,False,1362,in,31,True,39,55,44,94,95,64,64,5,21,52,49,7,36,40,53,28,52,98,43,64,85,61,74,48,13,47,30,72,68,33,13,39,38,33,98,74,27,85,81,13,88,9,44,72,9,86,72,39,90,64,38,25
446,94,f,yes,yes,yes,yes,yes,True,False,1385,out,86,True,55,10,75,73,0,0,6,1,98,86,38,28,7,86,83,15,97,91,53,28,76,69,65,63,60,28,65,81,22,22,56,6,45,65,23,27,40,36,13,83,8,62,12,95,55,50,30,87,47,37,86,20
447,74,f,yes,yes,yes,yes,yes,True,False,259,in,21,True,47,49,72,99,29,53,15,93,92,67,3,22,20,91,57,95,6,22,97,20,19,88,78,3,74,49,27,1,45,98,31,82,1,82,66,97,62,84,94,87,72,9,60,71,39,3,62,64,9,15,45,2
448,84,f,yes,yes,yes,yes,yes,True,False,925,in,30,True,9,28,59,91,37,43,100,57,60,86,35,90,22,60,30,32,98,99,99,22,86,44,96,80,90,49,27,22,59,66,69,15,9,24,57,85,86,23,14,14,48,66,51,44,47,29,28,84,78,26,16,57
449,93,m,yes,yes,yes,yes,no,True,False,2464,in,4,True,71,70,74,85,77,23,2,39,91,47,45,77,37,89,44,27,39,78,93,2,70,9,42,75,92,28,68,31,81,47,59,25,64,18,74,49,33,70,19,62,5,58,70,51,42,21,60,88,66,85,23,77
450,73,f,yes,yes,yes,yes,yes,True,False,438,in,14,True,29,71,89,61,97,91,85,94,47,84,70,87,100,56,87,45,59,34,18,29,53,19,42,19,47,48,85,43,68,26,26,21,86,65,47,13,89,59,19,16,50,87,37,80,31,77,52,57,13,26,57,33
451,72,m,yes,yes,yes,yes,no,True,False,686,in,29,True,44,39,64,22,65,86,73,50,31,3,0,3,89,27,72,96,74,26,43,98,6,75,16,47,95,92,64,89,61,97,15,3,25,50,19,88,69,18,100,17,19,74,42,10,81,2,26,74,33,27,64,81
452,73,f,yes,yes,no,yes,yes,True,False,2311,in,45,True,62,19,61,35,89,78,44,52,25,12,44,96,3,98,35,66,56,50,6,19,73,40,54,88,19,66,93,28,19,77,8,85,6,91,81,92,27,32,21,92,36,62,46,57,1,2,73,9,85,21,18,95
453,63,f,yes,yes,yes,yes,yes,True,False,1070,in,36,True,30,80,35,41,0,58,59,37,90,80,9,17,12,23,46,79,15,73,0,39,76,14,68,64,92,31,18,48,37,84,19,84,74,14,95,44,14,16,39,86,11,53,44,55,86,97,98,42,1,7,86,46
454,90,m,yes,yes,yes,yes,yes,True,False,2072,in,6,True,82,84,17,69,25,34,2,8,14,76,85,86,56,48,100,43,6,92,61,76,50,94,1,98,95,76,39,57,73,54,14,47,61,33,22,41,12,100,78,10,34,94,77,32,68,11,60,48,22,3,8,25
455,88,f,yes,no,yes,yes,yes,True,False,1539,in,3,True,99,46,30,93,88,94,81,0,12,54,60,45,30,47,22,64,12,43,52,18,14,17,79,33,55,30,72,19,12,72,49,31,39,31,1,79,36,3,1,7,39,80,84,92,87,88,33,47,14,8,12,56
456,73,f,yes,yes,yes,yes,yes,True,False,2468,out,100,True,27,2,41,15,72,72,25,28,57,32,85,13,28,100,72,38,93,59,5,5,32,38,52,39,62,33,66,13,93,62,63,22,13,21,58,76,60,19,93,29,100,16,17,47,79,54,43,4,40,23,30,8
457,66,m,yes,yes,yes,yes,yes,True,False,1529,out,89,True,7,37,90,89,16,24,17,67,94,42,52,25,10,54,30,24,91,63,86,99,88,54,11,48,2,9,22,15,50,27,30,55,9,55,31,11,4,84,63,92,61,63,0,100,0,33,44,68,88,40,21,97
458,81,f,no,yes,yes,yes,yes,True,False,2944,out,65,True,94,11,61,86,29,38,75,63,19,17,48,9,84,17,14,35,71,43,12,89,26,46,83,22,75,23,51,20,84,67,87,57,26,95,40,20,9,92,7,79,26,21,89,38,89,41,30,34,93,15,1,81
459,72,m,yes,yes,yes,yes,yes,True,False,1178,in,14,True,59,24,44,18,31,36,55,55,12,57,15,25,69,56,27,32,49,97,25,82,48,41,97,24,82,44,10,96,28,98,32,48,72,52,35,84,90,96,87,67,45,93,22,63,64,66,39,87,1,54,100,8
460,73,m,yes,yes,yes,yes,no,True,False,1769,in,41,True,32,41,53,62,26,12,76,20,31,1,47,32,65,89,63,46,3,21,44,0,15,97,57,35,19,71,48,1,31,63,18,11,72,85,30,86,66,72,13,78,3,44,69,3,11,27,34,62,67,4,79,38
461,99,f,yes,yes,yes,yes,no,True,False,2749,in,45,True,19,22,87,38,62,70,59,26,74,12,87,98,24,2,81,61,76,89,25,73,85,69,60,0,30,16,1,55,18,44,29,59,14,3,26,4,66,66,9,17,44,10,3,57,57,34,4,81,78,29,71,55
462,82,f,yes,yes,yes,yes,yes,True,False,2091,in,46,True,44,81,87,85,2,42,40,1,26,99,2,37,6,87,37,31,43,98,37,41,33,100,49,4,11,81,74,90,33,19,10,17,2,18,47,34,36,35,82,79,65,50,31,0,78,79,43,100,54,75,62,72
463,93,f,yes,no,yes,yes,yes,True,False,1573,out,60,True,90,91,71,35,19,91,68,19,91,94,10,85,88,78,26,37,46,12,15,43,57,44,6,2,26,73,35,69,5,9,67,32,72,19,28,1,87,38,88,68,22,20,28,43,89,10,30,22,95,73,27,35
464,66,f,yes,yes,yes,yes,yes,True,False,921,in,8,True,99,79,62,83,31,5,51,57,59,63,66,90,72,100,39,49,61,86,10,30,4,81,89,66,70,69,48,67,84,25,69,12,20,30,72,78,38,61,4,52,22,78,50,56,66,43,87,9,97,42,10,15
465,71,m,yes,yes,no,yes,yes,True,False,2391,in,49,True,31,16,56,59,14,64,53,90,42,38,68,96,65,95,99,67,85,10,92,3,32,54,43,89,3,16,49,64,6,28,61,30,33,44,66,23,43,71,7,60,79,79,26,97,74,14,73,21,1,40,73,86
466,94,m,yes,yes,yes,yes,yes,True,False,2039,in,4,True,36,93,65,52,4,49,70,24,73,93,71,31,99,48,61,75,22,63,81,79,89,49,9,89,42,29,8,66,98,87,7,27,35,92,71,28,100,98,31,78,8,35,73,43,5,44,35,52,86,79,24,2
467,89,m,yes,yes,yes,yes,yes,True,False,2450,out,70,True,57,13,75,96,19,100,5,96,8,90,67,39,49,46,59,96,46,49,25,88,60,25,81,56,33,57,72,80,92,67,98,81,68,12,59,4,13,40,75,96,41,2,92,11,82,4,28,4,22,58,16,45
468,98,m,yes,yes,yes,yes,yes,True,False,117,out,77,True,100,99,17,79,36,81,100,95,17,64,57,25,91,75,45,48,95,52,20,3,44,31,94,95,87,82,41,18,40,17,72,22,100,47,99,49,48,8,46,84,62,43,15,100,50,65,62,48,92,30,65,11
469,69,f,yes,yes,yes,yes,yes,True,False,617,out,86,True,96,6,89,19,0,79,40,75,52,64,69,92,26,44,50,88,76,1,12,41,8,77,80,8,14,38,86,1,45,41,26,2,13,20,19,74,11,57,3,57,36,42,13,7,67,10,46,52,40,100,89,66
470,98,m,yes,no,yes,yes,yes,True,False,2837,out,57,True,8,37,75,7,17,67,41,74,66,8,71,92,14,45,39,68,90,56,14,35,100,88,8,26,61,51,31,61,6,76,100,92,11,45,1,51,68,20,44,54,11,81,90,7,15,50,44,93,95,68,15,66
471,83,m,yes,yes,yes,yes,yes,True,False,2788,in,35,True,98,38,38,98,96,66,56,45,4,75,76,5,31,16,53,62,57,99,38,8,56,66,33,77,39,89,15,78,26,21,32,94,30,78,98,73,26,73,44,66,23,56,6,14,61,37,7,70,93,82,94,23
472,87,m,yes,yes,yes,yes,yes,True,False,249,out,82,True,43,69,51,7,48,49,89,81,64,10,5,86,90,16,50,91,5,1,98,11,56,60,71,98,79,25,16,3,48,45,30,85,35,93,13,59,15,17,18,20,92,93,81,79,65,65,77,85,40,37,25,10
